id,start_time,end_time,fare,number_pax,start_lng,start_lat,end_lng,end_lat,start_taz,end_taz
50001,9/17/12 15:22,-1,-1,1,-122.386792,37.61757,-122.392937,37.793532,239,0
50056,9/17/12 2:57,-1,-1,1,-122.393957,37.778063,-122.437518,37.77131,18,84
50057,9/17/12 2:43,-1,-1,1,-122.405003,37.798197,-122.403772,37.777465,37,18
50058,9/17/12 7:30,-1,-1,4,-122.426632,37.800885,-122.393462,37.794925,44,22
50059,9/16/12 22:51,-1,-1,1,-122.403345,37.780437,-122.41134,37.78572,21,7
50060,9/16/12 20:14,-1,-1,1,-122.476068,37.780622,-122.50905,37.775235,62,54
50061,9/16/12 17:17,-1,-1,1,-122.41146,37.800203,-122.419832,37.787877,36,31
50062,9/17/12 7:44,-1,-1,1,-122.440677,37.787997,-122.429085,37.768217,72,82
50063,9/14/12 3:19,-1,-1,1,-122.435033,37.761147,-122.437008,37.760707,103,94
50064,9/13/12 23:19,-1,-1,1,-122.401305,37.785745,-122.42013,37.74565,12,123
50065,9/14/12 1:10,-1,-1,1,-122.39805,37.782125,-122.412317,37.788705,21,6
50066,9/14/12 0:56,-1,-1,1,-122.41198,37.773562,-122.428662,37.766152,20,104
50067,9/13/12 23:32,-1,-1,1,-122.415798,37.780615,-122.510837,37.775067,9,54
50068,9/13/12 21:17,-1,-1,1,-122.39545,37.776617,-122.418963,37.76027,109,101
50069,9/13/12 20:38,-1,-1,1,-122.415237,37.780248,-122.410647,37.769772,9,19
50070,9/13/12 20:04,-1,-1,1,-122.39542,37.776663,-122.424533,37.775892,109,79
50071,9/13/12 15:35,-1,-1,1,-122.395467,37.77662,-122.41759,37.797547,109,34
50072,9/13/12 20:41,-1,-1,1,-122.403458,37.79257,-122.422158,37.797898,2,34
50073,9/13/12 18:57,-1,-1,1,-122.411918,37.806813,-122.395517,37.77656,41,109
50074,9/13/12 16:58,-1,-1,1,-122.403545,37.792853,-122.388448,37.785283,2,17
50075,9/13/12 15:46,-1,-1,1,-122.392567,37.794042,-122.423263,37.778558,22,79
50076,9/16/12 15:55,-1,-1,1,-122.410222,37.788013,-122.3878,37.714975,7,0
50077,9/16/12 17:37,-1,-1,1,-122.415152,37.798578,-122.212378,37.712047,35,874
50078,9/16/12 19:28,-1,-1,1,-122.445428,37.770045,-122.410513,37.779463,88,11
50079,9/13/12 9:33,-1,-1,1,-122.407173,37.798298,-122.396585,37.785387,37,16
50080,9/13/12 4:44,-1,-1,1,-122.42506,37.787272,-122.416575,37.787318,75,31
50081,9/13/12 23:33,-1,-1,1,-122.435527,37.797167,-122.440128,37.785215,45,74
50082,9/13/12 23:18,-1,-1,2,-122.433705,37.788338,-122.443815,37.804983,73,51
50083,9/13/12 21:47,-1,-1,1,-122.4278,37.748475,-122.397195,37.749518,97,142
50084,9/14/12 5:47,-1,-1,1,-122.427035,37.795252,-122.400342,37.792993,46,2
50085,9/14/12 5:46,-1,-1,1,-122.423933,37.753528,-122.38432,37.615882,99,239
50086,9/14/12 6:11,-1,-1,1,-122.446,37.783303,-122.404625,37.796363,70,24
50087,9/14/12 1:07,-1,-1,1,-122.42012,37.768433,-122.425853,37.79101,106,0
50088,9/13/12 23:35,-1,-1,1,-122.442627,37.782173,-122.428523,37.762185,69,103
50089,9/13/12 21:06,-1,-1,1,-122.411558,37.787053,-122.411045,37.791847,7,29
50090,9/13/12 12:24,-1,-1,1,-122.413173,37.807687,-122.416873,37.788568,41,31
50091,9/13/12 11:28,-1,-1,1,-122.408912,37.789147,-122.425602,37.787143,6,73
50092,9/16/12 19:31,-1,-1,1,-122.386597,37.617432,-122.448377,37.654443,239,214
50093,9/17/12 10:22,-1,-1,1,-122.446275,37.769095,-122.44743,37.79911,89,0
50094,9/17/12 10:24,-1,-1,1,-122.398722,37.749565,-122.387007,37.617848,142,239
50095,9/17/12 10:53,-1,-1,1,-122.384868,37.615697,-122.392993,37.779002,239,18
50096,9/17/12 11:43,-1,-1,1,-122.412023,37.780853,-122.418942,37.807287,11,41
50097,9/17/12 12:40,-1,-1,1,-122.41387,37.752577,-122.416972,37.763658,118,107
50098,9/17/12 12:56,-1,-1,1,-122.387097,37.61761,-122.411515,37.64118,239,212
50099,9/17/12 12:37,-1,-1,1,-122.401425,37.788443,-122.388205,37.615367,12,239
50100,9/17/12 12:52,-1,-1,1,-122.43704,37.765853,-122.385422,37.617817,83,239
50101,9/17/12 14:29,-1,-1,1,-122.386747,37.617767,-122.408263,37.787678,239,0
50102,9/17/12 14:46,-1,-1,1,-122.401968,37.788138,-122.392847,37.776123,12,109
50103,9/17/12 12:38,-1,-1,1,-122.402177,37.804062,-122.420918,37.753805,23,99
50104,9/17/12 10:08,-1,-1,1,-122.421142,37.786677,-122.411843,37.788455,30,6
50105,9/16/12 5:14,-1,-1,1,-122.419095,37.758658,-122.432463,37.782012,101,77
50106,9/16/12 16:34,-1,-1,1,-122.406965,37.79049,-122.400063,37.785403,3,12
50107,9/17/12 6:06,-1,-1,1,-122.396857,37.778672,-122.40217,37.789743,18,4
50108,9/17/12 7:01,-1,-1,1,-122.427585,37.796373,-122.383822,37.616482,45,239
50109,9/16/12 16:48,-1,-1,1,-122.405255,37.805495,-122.40901,37.791252,41,29
50110,9/16/12 10:55,-1,-1,1,-122.41065,37.80779,-122.411155,37.786723,41,7
50111,9/17/12 8:26,-1,-1,1,-122.420925,37.791072,-122.416897,37.777343,32,9
50112,9/14/12 0:00,-1,-1,1,-122.423278,37.764887,-122.497672,37.764537,105,53
50113,9/14/12 2:24,-1,-1,1,-122.432697,37.767522,-122.419457,37.751455,82,100
50114,9/14/12 3:41,-1,-1,1,-122.425775,37.776472,-122.454897,37.706525,79,205
50115,9/14/12 2:21,-1,-1,1,-122.406892,37.788317,-122.417977,37.785248,0,0
50116,9/14/12 0:33,-1,-1,1,-122.436135,37.800175,-122.416438,37.794667,50,35
50117,9/13/12 22:33,-1,-1,1,-122.406178,37.806508,-122.414702,37.786722,41,7
50118,9/14/12 4:35,-1,-1,1,-122.407013,37.797962,-122.406102,37.807022,36,41
50119,9/14/12 4:40,-1,-1,1,-122.413048,37.78566,-122.423517,37.796832,7,34
50120,9/15/12 19:46,-1,-1,1,-122.411352,37.778822,-122.407193,37.79854,10,37
50121,9/15/12 19:27,-1,-1,1,-122.43392,37.789887,-122.420557,37.798025,47,34
50122,9/16/12 16:20,-1,-1,1,-122.475625,37.743433,-122.499985,37.753292,172,179
50123,9/16/12 16:28,-1,-1,1,-122.408173,37.776958,-122.387775,37.715105,20,0
50124,9/16/12 16:25,-1,-1,1,-122.466137,37.763998,-122.406683,37.74925,175,120
50125,9/16/12 17:09,-1,-1,1,-122.420783,37.747838,-122.421168,37.78545,123,30
50126,9/16/12 17:29,-1,-1,1,-122.421927,37.790462,-122.405315,37.79062,32,5
50127,9/16/12 17:33,-1,-1,1,-122.419588,37.761827,-122.444342,37.758632,101,93
50128,9/16/12 17:50,-1,-1,1,-122.423203,37.778075,-122.44995,37.786958,79,71
50129,9/16/12 17:48,-1,-1,1,-122.413267,37.78103,-122.484495,37.772627,8,60
50130,9/16/12 14:11,-1,-1,1,-122.434695,37.760918,-122.416332,37.77255,103,107
50131,9/16/12 10:21,-1,-1,1,-122.409293,37.792048,-122.398265,37.786742,29,16
50132,9/16/12 10:03,-1,-1,1,-122.407023,37.789603,-122.420125,37.806727,5,40
50133,9/13/12 16:30,-1,-1,1,-122.397537,37.794277,-122.429195,37.790387,1,47
50134,9/16/12 19:00,-1,-1,1,-122.407792,37.784162,-122.411905,37.805352,11,41
50135,9/16/12 18:54,-1,-1,1,-122.384892,37.61524,-122.409252,37.787453,239,7
50136,9/16/12 19:09,-1,-1,1,-122.41175,37.752673,-122.425812,37.759437,119,102
50137,9/16/12 19:00,-1,-1,1,-122.384892,37.61557,-122.401042,37.795057,239,24
50138,9/16/12 20:25,-1,-1,1,-122.437468,37.797825,-122.405692,37.785893,50,5
50139,9/16/12 20:51,-1,-1,1,-122.409355,37.755612,-122.392852,37.757672,117,113
50140,9/16/12 22:00,-1,-1,4,-122.418092,37.809002,-122.40953,37.785703,41,7
50141,9/16/12 22:05,-1,-1,1,-122.421802,37.787095,-122.414572,37.738762,75,125
50142,9/16/12 23:30,-1,-1,1,-122.38501,37.615332,-122.416227,37.752868,239,118
50143,9/17/12 0:38,-1,-1,1,-122.423967,37.768037,-122.401612,37.788352,105,12
50144,9/16/12 22:04,-1,-1,1,-122.41798,37.786127,-122.410182,37.778752,30,11
50145,9/16/12 21:40,-1,-1,1,-122.404682,37.789722,-122.413168,37.80768,5,41
50146,9/16/12 21:31,-1,-1,1,-122.415083,37.788397,-122.399932,37.79501,6,22
50147,9/17/12 2:29,-1,-1,1,-122.416612,37.755537,-122.421883,37.764832,117,106
50148,9/16/12 23:07,-1,-1,1,-122.419033,37.758695,-122.434728,37.76096,101,103
50149,9/16/12 23:10,-1,-1,1,-122.414523,37.79134,-122.408978,37.774235,29,20
50150,9/16/12 23:46,-1,-1,1,-122.48089,37.780157,-122.447673,37.782063,61,69
50151,9/16/12 23:57,-1,-1,2,-122.409755,37.80608,-122.417372,37.791153,41,32
50152,9/17/12 0:04,-1,-1,1,-122.417395,37.79112,-122.39877,37.783882,32,16
50153,9/17/12 0:06,-1,-1,1,-122.418888,37.786005,-122.432013,37.771282,30,84
50154,9/16/12 23:46,-1,-1,1,-122.419268,37.783065,-122.410575,37.772835,9,20
50155,9/17/12 1:01,-1,-1,1,-122.421355,37.759348,-122.44732,37.720788,101,165
50156,9/17/12 1:10,-1,-1,1,-122.447027,37.720758,-122.453262,37.714082,165,167
50157,9/17/12 2:19,-1,-1,1,-122.427583,37.751665,-122.420378,37.739508,97,124
50158,9/17/12 0:58,-1,-1,1,-122.390215,37.615283,-122.420007,37.767887,239,106
50159,9/16/12 23:41,-1,-1,1,-122.384803,37.615525,-122.363632,37.583925,239,248
50160,9/16/12 21:31,-1,-1,1,-122.408277,37.7931,-122.39875,37.78385,27,16
50161,9/14/12 1:02,-1,-1,1,-122.418875,37.757345,-122.41322,37.785652,101,7
50162,9/13/12 19:31,-1,-1,1,-122.411862,37.78826,-122.42489,37.745443,6,128
50163,9/14/12 5:08,-1,-1,2,-122.430318,37.75314,-122.384137,37.617322,98,239
50164,9/13/12 23:43,-1,-1,1,-122.41726,37.790195,-122.401287,37.786033,32,12
50165,9/13/12 16:24,-1,-1,1,-122.402147,37.789997,-122.422148,37.789628,4,32
50166,9/14/12 7:48,-1,-1,1,-122.41953,37.765097,-122.452522,37.764137,106,91
50167,9/16/12 17:26,-1,-1,1,-122.417483,37.790968,-122.408657,37.788867,32,6
50168,9/16/12 14:04,-1,-1,1,-122.410692,37.779133,-122.438362,37.761028,11,94
50169,9/17/12 1:41,-1,-1,1,-122.421338,37.76492,-122.452062,37.722805,106,166
50170,9/16/12 20:12,-1,-1,2,-122.40896,37.7996,-122.42479,37.79464,37,46
50171,9/16/12 8:39,-1,-1,1,-122.408292,37.784115,-122.412383,37.791572,8,29
50172,9/16/12 0:30,-1,-1,1,-122.413228,37.785628,-122.415562,37.793082,7,28
50173,9/16/12 20:50,-1,-1,1,-122.402793,37.786808,-122.447778,37.78157,12,69
50174,9/16/12 16:39,-1,-1,2,-122.401898,37.786188,-122.39119,37.790248,12,16
50175,9/16/12 16:32,-1,-1,1,-122.407635,37.78936,-122.4096,37.80834,5,41
50176,9/16/12 17:13,-1,-1,1,-122.401065,37.803272,-122.402053,37.790043,23,4
50177,9/16/12 17:08,-1,-1,1,-122.410867,37.7915,-122.385018,37.75429,29,111
50178,9/16/12 18:27,-1,-1,1,-122.384352,37.617047,-122.428803,37.789633,239,46
50179,9/16/12 18:25,-1,-1,1,-122.407793,37.787932,-122.27711,37.56246,0,266
50180,9/16/12 20:11,-1,-1,1,-122.413095,37.77124,-122.406237,37.785442,20,5
50181,9/16/12 20:18,-1,-1,1,-122.39015,37.61508,-121.889502,37.332755,239,558
50182,9/16/12 21:11,-1,-1,1,-122.408853,37.799442,-122.401852,37.788595,37,12
50183,9/16/12 22:10,-1,-1,1,-122.387038,37.617405,-122.427668,37.800832,239,44
50184,9/16/12 22:32,-1,-1,1,-122.384338,37.61677,-122.408468,37.790222,239,5
50185,9/16/12 23:07,-1,-1,1,-122.384405,37.616942,-122.33847,37.586578,239,249
50186,9/16/12 23:37,-1,-1,1,-122.402457,37.786702,-122.393882,37.775713,12,109
50187,9/16/12 23:47,-1,-1,1,-122.393272,37.778442,-122.410557,37.772775,18,20
50188,9/14/12 1:26,-1,-1,1,-122.421738,37.764917,-122.433783,37.726168,106,135
50189,9/14/12 1:44,-1,-1,1,-122.430457,37.797185,-122.448412,37.768885,45,88
50190,9/14/12 1:49,-1,-1,1,-122.421145,37.79281,-122.501757,37.761525,33,179
50191,9/14/12 2:23,-1,-1,1,-122.413362,37.78684,-122.417948,37.785392,7,30
50192,9/13/12 18:40,-1,-1,1,-122.408412,37.784783,-122.413883,37.787712,8,6
50193,9/14/12 1:20,-1,-1,1,-122.409802,37.775267,-122.416212,37.79573,20,35
50194,9/13/12 15:06,-1,-1,1,-122.408338,37.787923,-122.420388,37.807623,0,40
50195,9/13/12 10:46,-1,-1,1,-122.409998,37.790058,-122.389872,37.615522,29,239
50196,9/14/12 2:01,-1,-1,1,-122.424028,37.768052,-122.412773,37.799993,105,39
50197,9/13/12 18:25,-1,-1,1,-122.38528,37.61532,-122.418462,37.806958,239,41
50198,9/13/12 19:12,-1,-1,1,-122.412312,37.780563,-122.418027,37.776678,11,9
50199,9/13/12 18:24,-1,-1,1,-122.423653,37.794818,-122.433953,37.789243,46,47
50200,9/14/12 5:14,-1,-1,1,-122.429167,37.799365,-122.389847,37.614908,44,239
50201,9/13/12 23:13,-1,-1,2,-122.411022,37.786738,-122.427945,37.762948,7,104
50202,9/13/12 22:54,-1,-1,1,-122.41909,37.799153,-122.416873,37.78823,34,31
50203,9/13/12 21:31,-1,-1,1,-122.408908,37.775847,-122.447218,37.771397,20,88
50204,9/13/12 21:05,-1,-1,2,-122.420733,37.806603,-122.396315,37.79415,40,22
50205,9/13/12 18:37,-1,-1,2,-122.408637,37.784713,-122.426993,37.746022,8,128
50206,9/13/12 17:37,-1,-1,1,-122.404697,37.794867,-122.410978,37.78759,24,7
50207,9/13/12 15:02,-1,-1,1,-122.44659,37.779055,-122.457987,37.763095,69,91
50208,9/13/12 10:39,-1,-1,1,-122.466415,37.786657,-122.41624,37.772443,65,107
50209,9/14/12 4:34,-1,-1,1,-122.411127,37.788853,-122.39831,37.796695,6,22
50210,9/14/12 5:53,-1,-1,1,-122.421938,37.787717,-122.395773,37.776402,75,109
50211,9/14/12 5:56,-1,-1,1,-122.415882,37.798722,-122.40266,37.789837,39,4
50212,9/13/12 21:28,-1,-1,1,-122.402723,37.786967,-122.408167,37.803322,12,38
50213,9/13/12 21:11,-1,-1,1,-122.421517,37.760225,-122.40736,37.790402,102,29
50214,9/16/12 19:50,-1,-1,1,-122.397897,37.790433,-122.461842,37.760752,14,91
50215,9/16/12 21:39,-1,-1,1,-122.39362,37.77649,-122.400245,37.794858,109,22
50216,9/16/12 22:02,-1,-1,1,-122.384505,37.617187,-122.371705,37.60264,239,248
50217,9/16/12 18:29,-1,-1,1,-122.384472,37.615982,-122.412245,37.76335,239,116
50218,9/16/12 22:21,-1,-1,2,-122.486672,37.761577,-122.414182,37.773892,177,20
50219,9/16/12 10:25,-1,-1,1,-122.40562,37.790288,-122.386103,37.614663,5,239
50220,9/17/12 0:33,-1,-1,1,-122.385007,37.615553,-122.266843,37.52483,239,275
50221,9/17/12 1:41,-1,-1,1,-122.434892,37.76057,-122.439163,37.78194,103,86
50222,9/17/12 1:46,-1,-1,2,-122.421093,37.789453,-122.422372,37.77206,32,106
50223,9/17/12 0:34,-1,-1,1,-122.440103,37.800355,-122.435948,37.79929,50,50
50224,9/17/12 0:01,-1,-1,1,-122.421987,37.766657,-122.426505,37.79544,106,46
50225,9/16/12 23:49,-1,-1,1,-122.433417,37.778328,-122.42402,37.76328,86,105
50226,9/16/12 18:20,-1,-1,1,-122.384037,37.617165,-122.407105,37.779718,239,20
50227,9/14/12 7:39,-1,-1,1,-122.395682,37.790998,-122.404183,37.744633,14,142
50228,9/16/12 23:21,-1,-1,1,-122.386742,37.760622,-122.411188,37.787033,111,7
50229,9/16/12 21:52,-1,-1,1,-122.409985,37.80838,-122.403597,37.789718,41,4
50230,9/16/12 19:07,-1,-1,1,-122.42547,37.788838,-122.423153,37.76873,73,105
50231,9/16/12 20:49,-1,-1,1,-122.446117,37.77664,-122.38745,37.617668,69,239
50232,9/16/12 19:13,-1,-1,1,-122.43226,37.772757,-122.420322,37.788602,81,31
50233,9/16/12 20:14,-1,-1,1,-122.40678,37.798043,-122.417063,37.807325,37,41
50234,9/16/12 16:14,-1,-1,1,-122.389522,37.772555,-122.445915,37.798687,110,50
50235,9/16/12 15:18,-1,-1,1,-122.408462,37.784732,-122.421277,37.785303,8,30
50236,9/16/12 22:13,-1,-1,1,-122.418443,37.752398,-122.420962,37.743997,100,123
50237,9/17/12 4:16,-1,-1,1,-122.419618,37.764918,-122.417942,37.785312,106,30
50238,9/16/12 22:32,-1,-1,1,-122.422392,37.761535,-122.444312,37.773632,102,87
50239,9/16/12 21:36,-1,-1,1,-122.41964,37.795328,-122.408557,37.788902,33,5
50240,9/16/12 15:53,-1,-1,1,-122.408202,37.787853,-122.418673,37.806255,0,41
50241,9/16/12 2:21,-1,-1,1,-122.421282,37.75924,-122.390712,37.739458,101,141
50242,9/14/12 7:22,-1,-1,1,-122.404615,37.78519,-122.402133,37.771513,12,19
50243,9/14/12 2:03,-1,-1,1,-122.401852,37.78161,-122.428905,37.773317,21,81
50244,9/13/12 22:35,-1,-1,1,-122.427032,37.74736,-122.458638,37.777832,128,68
50245,9/13/12 17:23,-1,-1,1,-122.40234,37.801387,-122.411142,37.786252,23,7
50246,9/14/12 7:40,-1,-1,1,-122.464362,37.766118,-122.481423,37.747295,0,185
50247,9/13/12 16:51,-1,-1,1,-122.39659,37.794463,-122.43947,37.800322,1,50
50248,9/13/12 15:01,-1,-1,1,-122.413077,37.781058,-122.453483,37.773057,8,87
50249,9/13/12 8:57,-1,-1,1,-122.408952,37.7848,-122.384792,37.62831,8,239
50250,9/13/12 8:35,-1,-1,1,-122.408513,37.784475,-122.395637,37.791178,8,14
50251,9/13/12 7:06,-1,-1,1,-122.416277,37.796177,-122.388688,37.789355,35,17
50252,9/13/12 23:00,-1,-1,1,-122.416195,37.789212,-122.408033,37.790292,31,5
50253,9/16/12 17:05,-1,-1,4,-122.39236,37.785685,-122.409457,37.78552,17,7
50254,9/16/12 15:08,-1,-1,1,-122.447257,37.724167,-122.405203,37.744445,134,121
50255,9/17/12 8:11,-1,-1,1,-122.45647,37.781272,-122.433512,37.787537,68,73
50256,9/16/12 23:19,-1,-1,1,-122.504935,37.777575,-122.430537,37.787382,55,73
50257,9/12/12 15:06,-1,-1,1,-122.408202,37.787765,-122.405655,37.771362,0,19
50258,9/12/12 15:16,-1,-1,1,-122.407948,37.769433,-122.417008,37.758855,19,101
50259,9/12/12 15:11,-1,-1,1,-122.400547,37.802292,-122.408625,37.7847,23,8
50260,9/12/12 8:21,-1,-1,2,-122.405523,37.774975,-122.418667,37.780745,19,9
50261,9/12/12 12:41,-1,-1,1,-122.451192,37.802467,-122.402235,37.788575,0,12
50262,9/12/12 17:57,-1,-1,1,-122.401068,37.788185,-122.393577,37.782142,12,17
50263,9/12/12 17:10,-1,-1,1,-122.433828,37.794432,-122.487955,37.774328,49,60
50264,9/12/12 16:09,-1,-1,1,-122.46681,37.770155,-122.416092,37.806078,0,41
50265,9/12/12 14:01,-1,-1,2,-122.453822,37.774653,-122.413302,37.781017,87,8
50266,9/12/12 12:36,-1,-1,1,-122.404262,37.770372,-122.384647,37.615227,19,239
50267,9/12/12 19:18,-1,-1,1,-122.38495,37.61548,-122.396905,37.785833,239,16
50268,9/12/12 10:18,-1,-1,1,-122.426953,37.78575,-122.417162,37.79002,74,32
50269,9/12/12 9:36,-1,-1,1,-122.433677,37.788865,-122.405742,37.771395,73,19
50270,9/12/12 17:43,-1,-1,1,-122.412185,37.780835,-122.384778,37.615108,8,239
50271,9/12/12 19:25,-1,-1,3,-122.386322,37.617818,-122.408303,37.787957,239,0
50272,9/16/12 11:08,-1,-1,1,-122.467033,37.732792,-122.386922,37.617913,169,239
50273,9/16/12 13:49,-1,-1,1,-122.420927,37.788652,-122.390538,37.787933,32,17
50274,9/16/12 10:50,-1,-1,1,-122.467748,37.725625,-122.490685,37.742202,169,186
50275,9/16/12 12:45,-1,-1,1,-122.41589,37.777875,-122.407227,37.798897,10,37
50276,9/16/12 11:46,-1,-1,1,-122.418478,37.75273,-122.435428,37.765053,100,83
50277,9/16/12 9:51,-1,-1,1,-122.399995,37.775545,-122.434645,37.763245,109,82
50278,9/16/12 6:45,-1,-1,1,-122.406228,37.751728,-122.386285,37.618028,120,239
50279,9/16/12 20:28,-1,-1,1,-122.405683,37.78094,-122.406897,37.71624,21,153
50280,9/16/12 21:01,-1,-1,1,-122.418405,37.752375,-122.43759,37.774195,100,85
50281,9/16/12 21:08,-1,-1,1,-122.399473,37.798807,-122.438245,37.776725,22,85
50282,9/16/12 23:24,-1,-1,1,-122.421958,37.788567,-122.416643,37.79117,32,32
50283,9/17/12 1:06,-1,-1,1,-122.47217,37.716748,-122.481967,37.674662,168,197
50284,9/17/12 2:24,-1,-1,1,-122.437737,37.800708,-122.414123,37.78349,43,8
50285,9/16/12 22:32,-1,-1,1,-122.429185,37.769157,-122.430778,37.780723,82,78
50286,9/15/12 19:14,-1,-1,1,-122.431717,37.789137,-122.430517,37.797648,73,45
50287,9/16/12 9:25,-1,-1,1,-122.438623,37.800548,-122.392427,37.785578,43,17
50288,9/16/12 11:03,-1,-1,1,-122.412582,37.784735,-122.406685,37.757585,8,115
50289,9/16/12 3:55,-1,-1,1,-122.412523,37.783432,-122.444447,37.782812,8,70
50290,9/16/12 0:00,-1,-1,1,-122.421453,37.79148,-122.433902,37.797555,32,45
50291,9/15/12 22:56,-1,-1,1,-122.413237,37.781063,-122.413273,37.78739,8,7
50292,9/15/12 22:36,-1,-1,1,-122.408255,37.798915,-122.412373,37.780963,36,8
50293,9/16/12 20:57,-1,-1,1,-122.393807,37.795177,-122.401652,37.788157,22,12
50294,9/16/12 22:17,-1,-1,1,-122.427395,37.798073,-122.407993,37.78678,45,5
50295,9/12/12 21:40,-1,-1,1,-122.405067,37.798035,-122.41038,37.80623,37,41
50296,9/12/12 21:49,-1,-1,1,-122.417727,37.807952,-122.404707,37.795305,41,24
